,Precip,MaxTemp,MinTemp,MeanTemp,Snowfall,YR,MO,ELEV,Latitude,Longitude
1018,7.366,6.111111111,2.222222222,4.444444444,7.62,44,1,8,64.13333333,-21.91666667
1019,2.286,1.666666667,-1.666666667,0.0,35.56,44,3,62,60.68333333,-46.63333333
1020,0.0,26.11111111,15.55555556,21.11111111,0.0,40,1,271,21.48333333,-158.05
1021,1.524,-0.555555556,-3.888888889,-2.222222222,12.7,45,1,62,60.68333333,-46.63333333
1022,0.0,1.666666667,-7.777777778,-3.333333333,12.7,44,5,11,61.18333333,-45.36666667
1023,0.0,4.444444444,-3.888888889,0.0,25.4,45,3,62,60.68333333,-46.63333333
1024,0.0,31.11111111,25.0,27.77777778,0.0,45,6,3,8.716666667,167.7833333
1025,0.0,-28.88888889,-34.44444444,-31.66666667,5.08,45,2,50,67.01666667,-50.7
1026,0.0,32.77777778,24.44444444,28.88888889,0.0,44,5,75,26.71666667,92.71666667
1027,0.0,-3.333333333,-7.777777778,-5.555555556,5.08,42,12,50,67.01666667,-50.7
1028,6.604,2.222222222,-7.222222222,-2.222222222,7.62,43,2,11,61.18333333,-45.36666667
1029,0.0,21.66666667,16.11111111,18.88888889,0.0,44,12,1,26.26666667,50.56666667
1030,0.0,-30.55555556,-37.77777778,-34.44444444,10.16,43,3,50,67.01666667,-50.7
1031,0.0,-6.666666667,-12.22222222,-9.444444444,7.62,44,10,50,67.01666667,-50.7
1032,0.0,5.0,-2.777777778,1.111111111,0.0,45,1,100,48.73333333,2.366666667
1033,0.0,7.222222222,-2.777777778,2.222222222,5.08,43,3,11,61.18333333,-45.36666667
1034,0.508,-6.666666667,-17.77777778,-12.22222222,22.86,44,11,50,67.01666667,-50.7
1035,2.032,7.777777778,-3.333333333,2.222222222,10.16,42,11,11,61.18333333,-45.36666667
1036,0.0,-1.666666667,-13.88888889,-7.777777778,7.62,42,1,11,61.18333333,-45.36666667
1037,0.0,-19.44444444,-20.55555556,-20.0,5.08,42,1,50,67.01666667,-50.7
1038,0.0,32.22222222,19.44444444,25.55555556,0.0,43,8,23,36.71666667,3.216666667
1039,0.0,2.222222222,-15.0,-6.666666667,5.08,43,2,50,67.01666667,-50.7
1040,0.0,-20.55555556,-30.0,-25.55555556,25.4,44,12,50,67.01666667,-50.7
1041,0.0,-1.111111111,-12.22222222,-6.666666667,17.78,45,11,11,61.18333333,-45.36666667
1042,0.0,-20.55555556,-25.0,-22.77777778,5.08,43,2,50,67.01666667,-50.7
1043,0.0,3.888888889,0.555555556,2.222222222,2.54,43,1,50,67.01666667,-50.7
1044,3.556,-7.222222222,-12.22222222,-10.0,2.54,41,12,50,67.01666667,-50.7
1045,0.0,7.222222222,-7.222222222,0.0,5.08,45,5,50,67.01666667,-50.7
1046,0.0,31.11111111,22.77777778,26.66666667,0.0,45,3,9,-8.116666667,-34.88333333
1047,1.27,19.44444444,13.88888889,16.66666667,0.0,45,3,6,32.36666667,-64.66666667
1048,0.0,-14.44444444,-24.44444444,-19.44444444,7.62,42,3,50,67.01666667,-50.7
1049,0.0,-18.88888889,-27.77777778,-23.33333333,7.62,43,3,50,67.01666667,-50.7
1050,0.0,-13.33333333,-17.77777778,-15.55555556,5.08,45,3,50,67.01666667,-50.7
1051,0.0,32.22222222,11.11111111,21.66666667,0.0,45,2,115,24.75,84.96666667
1052,2.032,2.777777778,-13.33333333,-5.555555556,2.54,45,1,1727,34.85,48.6
1053,0.0,-5.0,-6.666666667,-5.555555556,5.08,43,1,62,60.68333333,-46.63333333
1054,0.0,28.88888889,21.11111111,25.0,0.0,40,7,42,21.15,-157.0333333
1055,0.508,28.33333333,22.77777778,25.55555556,0.0,45,8,14,7.733333333,-80.0
1056,0.508,6.111111111,-10.0,-2.222222222,10.16,45,2,1727,34.85,48.6
1057,0.0,30.0,17.77777778,23.88888889,0.0,41,9,9,21.9,-159.5666667
1058,0.0,-23.33333333,-32.22222222,-27.77777778,7.62,42,2,50,67.01666667,-50.7
1059,0.0,-8.888888889,-11.11111111,-10.0,35.56,45,4,62,60.68333333,-46.63333333
1060,0.0,-27.22222222,-34.44444444,-31.11111111,20.32,44,12,50,67.01666667,-50.7
1061,4.064,0.0,-6.666666667,-3.333333333,20.32,43,11,11,61.18333333,-45.36666667
1062,0.0,26.66666667,12.22222222,19.44444444,0.0,45,5,49,42.56666667,9.333333333
1063,0.762,17.77777778,9.444444444,13.33333333,0.0,44,12,3,30.36666667,48.25
1064,0.0,12.22222222,5.555555556,8.888888889,0.0,44,8,50,63.96666667,-22.61666667
1065,0.0,31.11111111,19.44444444,25.55555556,0.0,43,4,115,24.75,84.96666667
1066,0.0,-2.777777778,-8.333333333,-5.555555556,2.54,44,3,50,67.01666667,-50.7
1067,2.032,28.33333333,18.33333333,23.33333333,0.0,40,2,3,21.33333333,-157.9
1068,0.0,5.0,0.0,2.222222222,2.54,45,11,62,60.68333333,-46.63333333
1069,0.0,-0.555555556,-5.0,-2.777777778,5.08,44,1,50,63.96666667,-22.61666667
1070,0.508,1.666666667,-6.111111111,-2.222222222,7.62,43,2,62,60.68333333,-46.63333333
1071,0.0,27.22222222,18.88888889,23.33333333,0.0,44,1,271,21.48333333,-158.05
1072,0.254,3.888888889,-1.666666667,1.111111111,2.54,43,4,8,64.13333333,-21.91666667
1073,0.0,-6.666666667,-11.11111111,-8.888888889,5.08,43,12,62,60.68333333,-46.63333333
1074,0.0,0.555555556,-10.55555556,-5.0,5.08,43,12,62,60.68333333,-46.63333333
1075,0.0,-1.666666667,-8.333333333,-5.0,2.54,45,11,50,67.01666667,-50.7
1076,9.144,31.11111111,22.77777778,26.66666667,0.0,43,4,13,-1.383333333,-48.36666667
1077,0.0,-2.222222222,-8.888888889,-5.555555556,5.08,43,4,11,61.18333333,-45.36666667
1078,1.524,32.22222222,22.77777778,27.77777778,0.0,44,9,16,18.55,-72.35
1079,0.0,37.22222222,23.33333333,30.0,0.0,44,1,13,-23.4,150.5333333
1080,2.54,30.0,23.33333333,26.66666667,0.0,43,6,22,8.366666667,-80.0
1081,0.762,31.11111111,25.0,27.77777778,0.0,43,9,9,12.18333333,-68.96666667
1082,0.0,30.0,15.55555556,22.77777778,0.0,45,9,783,32.93333333,39.76666667
1083,0.0,27.77777778,16.11111111,22.22222222,0.0,42,1,42,21.15,-157.0333333
1084,0.0,7.777777778,-0.555555556,3.333333333,5.08,44,6,62,60.68333333,-46.63333333
1085,0.0,7.777777778,-1.111111111,3.333333333,25.4,45,12,62,60.68333333,-46.63333333
1086,5.842,31.11111111,22.77777778,26.66666667,0.0,45,2,10,-17.75,177.3666667
1087,0.0,2.222222222,-7.222222222,-2.222222222,5.08,45,10,11,61.18333333,-45.36666667
1088,0.254,-1.666666667,-8.333333333,-5.0,5.08,42,3,11,61.18333333,-45.36666667
1089,0.0,30.0,23.88888889,26.66666667,0.0,45,11,9,-8.116666667,-34.88333333
1090,0.0,-7.777777778,-18.33333333,-13.33333333,22.86,44,11,50,67.01666667,-50.7
1091,4.064,32.22222222,22.22222222,27.22222222,0.0,45,5,48,22.88333333,-82.63333333
1092,0.0,21.11111111,16.66666667,18.88888889,0.0,44,12,6,32.36666667,-64.66666667
1093,0.0,17.22222222,4.444444444,11.11111111,0.0,43,7,19,-27.58333333,153.0
1094,0.0,-27.77777778,-35.0,-31.11111111,7.62,42,3,50,67.01666667,-50.7
1095,0.0,39.44444444,23.33333333,31.11111111,0.0,45,3,7,22.76666667,88.36666667
1096,0.0,31.11111111,25.0,27.77777778,0.0,42,4,8,13.73333333,-60.85
1097,0.0,0.0,-3.888888889,-2.222222222,2.54,43,1,50,67.01666667,-50.7
1098,5.08,30.55555556,22.77777778,26.66666667,0.0,44,11,22,8.366666667,-80.0
1099,0.254,0.555555556,-12.22222222,-5.555555556,10.16,44,2,50,67.01666667,-50.7
1100,28.956,28.33333333,22.22222222,25.55555556,0.0,45,1,13,-1.383333333,-48.36666667
1101,0.0,29.44444444,22.22222222,25.55555556,0.0,44,4,8,-2.2,-81.08333333
1102,0.0,5.0,1.111111111,3.333333333,0.0,45,12,50,63.96666667,-22.61666667
1103,1.016,-15.55555556,-23.88888889,-20.0,20.32,44,12,50,67.01666667,-50.7
1104,5.842,5.555555556,-2.222222222,1.666666667,33.02,45,3,62,60.68333333,-46.63333333
1105,0.0,-13.33333333,-17.77777778,-15.55555556,15.24,43,12,50,67.01666667,-50.7
1106,0.0,8.888888889,6.111111111,7.777777778,7.62,44,3,11,61.18333333,-45.36666667
1107,0.0,-10.0,-16.66666667,-13.33333333,10.16,44,1,11,61.18333333,-45.36666667
1108,0.0,26.66666667,10.0,18.33333333,0.0,44,4,27,-27.6,152.8166667
1109,0.0,-17.77777778,-17.77777778,-17.77777778,25.4,44,1,11,61.18333333,-45.36666667
1110,42.926,25.0,21.11111111,23.33333333,0.0,45,6,48,22.88333333,-82.63333333
1111,0.0,-3.333333333,-8.888888889,-6.111111111,22.86,45,2,50,63.96666667,-22.61666667
1112,0.0,-1.111111111,-7.222222222,-4.444444444,63.5,44,1,62,60.68333333,-46.63333333
1113,0.0,-0.555555556,-6.111111111,-3.333333333,2.54,43,10,62,60.68333333,-46.63333333
1114,8.636,18.88888889,14.44444444,16.66666667,0.0,45,2,93,26.71666667,94.16666667
1115,0.0,31.66666667,22.22222222,26.66666667,0.0,45,8,63,12.13333333,-86.23333333
1116,0.0,-4.444444444,-15.55555556,-10.0,10.16,44,3,11,61.18333333,-45.36666667
1117,5.334,5.0,-1.111111111,2.222222222,5.08,43,2,8,64.13333333,-21.91666667
1118,37.846,24.44444444,22.22222222,23.33333333,0.0,43,10,41,10.61666667,-61.01666667
1119,0.0,16.66666667,5.555555556,11.11111111,0.0,45,5,11,61.18333333,-45.36666667
1120,0.0,6.666666667,2.222222222,4.444444444,0.0,42,6,62,60.68333333,-46.63333333
1121,0.0,32.77777778,25.0,28.88888889,0.0,45,7,43,26.35,127.8166667
1122,0.0,19.44444444,15.0,17.22222222,0.0,45,3,1132,9.9,-84.0
1123,0.762,4.444444444,-3.333333333,0.555555556,25.4,43,12,62,60.68333333,-46.63333333
1124,0.0,36.11111111,13.88888889,25.0,0.0,44,10,783,32.93333333,39.76666667
1125,4.826,2.222222222,-0.555555556,1.111111111,10.16,43,10,11,61.18333333,-45.36666667
1126,0.0,1.666666667,-2.222222222,0.0,2.54,43,6,62,60.68333333,-46.63333333
1127,46.228,29.44444444,21.66666667,25.55555556,0.0,42,7,29,6.5,-58.21666667
1128,0.0,15.0,3.333333333,8.888888889,0.0,43,8,11,61.18333333,-45.36666667
1129,0.0,-2.222222222,-6.666666667,-4.444444444,20.32,45,3,62,60.68333333,-46.63333333
1130,0.0,-12.77777778,-16.66666667,-14.44444444,5.08,43,1,50,67.01666667,-50.7
1131,0.0,-2.222222222,-5.0,-3.333333333,22.86,45,2,62,60.68333333,-46.63333333
1132,0.0,-16.11111111,-25.0,-20.55555556,17.78,44,1,11,61.18333333,-45.36666667
1133,1.016,4.444444444,-4.444444444,0.0,2.54,42,1,11,61.18333333,-45.36666667
1134,0.0,22.77777778,7.222222222,15.0,0.0,45,2,2326,15.28333333,38.9
1135,0.0,0.555555556,-5.555555556,-2.222222222,25.4,44,1,11,61.18333333,-45.36666667
1136,0.254,-5.555555556,-8.888888889,-7.222222222,58.42,43,3,62,60.68333333,-46.63333333
1137,21.336,31.11111111,22.77777778,26.66666667,0.0,43,2,13,-1.383333333,-48.36666667
1138,0.0,33.88888889,20.0,26.66666667,0.0,44,2,23,8.383333333,-82.33333333
1139,0.0,-1.111111111,-5.555555556,-3.333333333,10.16,44,10,62,60.68333333,-46.63333333
1140,0.0,2.222222222,-3.888888889,-1.111111111,5.08,45,12,50,63.96666667,-22.61666667
1141,1.524,-0.555555556,-9.444444444,-5.0,7.62,43,3,11,61.18333333,-45.36666667
1142,0.0,31.66666667,21.66666667,26.66666667,0.0,44,8,9999,18.48333333,-69.88333333
1143,0.0,-1.111111111,-11.66666667,-6.666666667,12.7,45,1,50,67.01666667,-50.7
1144,6.096,28.33333333,23.33333333,25.55555556,0.0,44,4,9,-15.5,167.2666667
1145,0.0,25.0,13.88888889,19.44444444,0.0,40,2,42,21.15,-157.0333333
1146,0.0,0.0,-7.777777778,-3.888888889,2.54,44,9,50,67.01666667,-50.7
1147,0.0,0.555555556,-5.555555556,-2.222222222,5.08,42,1,8,64.13333333,-21.91666667
1148,46.482,7.222222222,0.555555556,3.888888889,0.0,45,12,74,41.43333333,15.61666667
1149,9.652,-2.777777778,-7.777777778,-5.0,5.08,43,3,8,64.13333333,-21.91666667
1150,0.0,-17.22222222,-26.66666667,-22.22222222,10.16,44,2,50,67.01666667,-50.7
1151,17.018,7.222222222,-3.333333333,2.222222222,12.7,44,2,11,61.18333333,-45.36666667
1152,0.0,18.33333333,10.55555556,14.44444444,0.0,42,12,1486,14.58333333,-90.55
1153,0.0,30.55555556,18.33333333,24.44444444,0.0,44,1,29,6.5,-58.21666667
1154,0.0,36.11111111,27.77777778,32.22222222,0.0,45,8,2,25.35,55.45
1155,0.0,4.444444444,-13.33333333,-4.444444444,5.08,42,4,11,61.18333333,-45.36666667
1156,0.0,3.333333333,-4.444444444,-0.555555556,12.7,45,1,1340,35.71666667,51.48333333
1157,0.0,3.888888889,-1.111111111,1.111111111,78.74,44,2,62,60.68333333,-46.63333333
1158,1.524,-8.888888889,-20.55555556,-14.44444444,10.16,45,1,11,61.18333333,-45.36666667
1159,43.942,25.55555556,20.55555556,23.33333333,0.0,44,5,29,6.5,-58.21666667
1160,0.0,-1.666666667,-8.888888889,-5.555555556,2.54,44,1,8,64.13333333,-21.91666667
1161,0.0,31.11111111,20.0,25.55555556,0.0,44,2,3,6.45,3.433333333
1162,0.0,-22.22222222,-26.66666667,-24.44444444,5.08,42,2,50,67.01666667,-50.7
1163,0.0,28.33333333,12.77777778,20.55555556,0.0,43,4,1486,14.58333333,-90.55
1164,0.0,1.111111111,-4.444444444,-1.666666667,20.32,45,3,62,60.68333333,-46.63333333
1165,0.0,26.66666667,6.666666667,16.66666667,0.0,43,4,27,-27.6,152.8166667
1166,0.0,27.77777778,22.22222222,25.0,0.0,45,12,21,14.75,-17.05
1167,0.0,2.222222222,-10.0,-3.888888889,5.08,42,3,11,61.18333333,-45.36666667
1168,3.048,-1.111111111,-8.888888889,-5.0,7.62,44,11,62,60.68333333,-46.63333333
1169,0.0,36.66666667,16.11111111,26.11111111,0.0,44,4,443,27.68333333,-8.083333333
1170,0.0,33.33333333,21.66666667,27.77777778,0.0,42,6,5,17.9,-77.18333333
1171,0.0,-2.777777778,-15.0,-8.888888889,20.32,45,11,11,61.18333333,-45.36666667
1172,0.0,32.77777778,23.33333333,27.77777778,0.0,44,12,62,5.6,-0.3
1173,0.0,30.0,18.88888889,24.44444444,0.0,44,12,10,-17.75,177.3666667
1174,0.0,31.11111111,22.77777778,26.66666667,0.0,43,8,23,-3.766666667,-38.61666667
1175,0.0,-17.22222222,-22.22222222,-20.0,7.62,44,12,11,61.18333333,-45.36666667
1176,0.0,20.55555556,-2.777777778,8.888888889,0.0,43,6,27,-27.6,152.8166667
1177,0.0,-3.333333333,-7.222222222,-5.555555556,2.54,42,11,11,61.18333333,-45.36666667
1178,0.0,-12.22222222,-23.33333333,-17.77777778,7.62,45,3,50,67.01666667,-50.7
1179,3.048,-3.333333333,-10.55555556,-6.666666667,7.62,42,12,11,61.18333333,-45.36666667
1180,0.0,32.22222222,16.11111111,24.44444444,0.0,45,5,4,37.2,9.083333333
1181,25.146,6.111111111,0.555555556,3.333333333,5.08,44,10,62,60.68333333,-46.63333333
1182,0.762,30.0,25.0,27.77777778,0.0,45,6,55,13.06666667,-59.58333333
1183,0.0,39.44444444,19.44444444,29.44444444,0.0,45,5,783,32.93333333,39.76666667
1184,1.27,-3.333333333,-16.66666667,-10.0,10.16,44,2,11,61.18333333,-45.36666667
1185,0.0,27.22222222,20.0,23.33333333,0.0,44,6,42,21.15,-157.0333333
1186,4.572,0.555555556,-3.333333333,-1.111111111,2.54,43,4,11,61.18333333,-45.36666667
1187,0.0,3.888888889,-11.11111111,-3.333333333,10.16,44,3,11,61.18333333,-45.36666667
1188,0.0,-0.555555556,-7.222222222,-3.888888889,5.08,45,2,11,61.18333333,-45.36666667
1189,0.0,29.44444444,24.44444444,26.66666667,0.0,45,12,55,13.06666667,-59.58333333
1190,2.794,29.44444444,21.66666667,26.11111111,0.0,43,7,23,-3.766666667,-38.61666667
1191,5.334,27.22222222,18.88888889,23.33333333,0.0,43,10,271,21.48333333,-158.05
1192,0.254,30.55555556,23.88888889,27.22222222,0.0,43,5,9,-15.5,167.2666667
1193,21.082,31.66666667,21.11111111,26.66666667,0.0,44,1,13,-1.383333333,-48.36666667
1194,6.604,29.44444444,23.33333333,26.66666667,0.0,44,4,29,6.5,-58.21666667
1195,0.0,-5.0,-8.333333333,-6.666666667,17.78,45,11,62,60.68333333,-46.63333333
1196,0.0,12.22222222,3.333333333,7.777777778,0.0,45,6,50,63.96666667,-22.61666667
1197,0.0,0.0,-10.0,-5.0,43.18,43,4,62,60.68333333,-46.63333333
1198,0.0,0.555555556,-6.666666667,-3.333333333,5.08,44,1,8,64.13333333,-21.91666667
1199,0.0,7.777777778,-0.555555556,3.333333333,0.0,43,10,8,64.13333333,-21.91666667
1200,2.794,30.0,23.88888889,26.66666667,0.0,43,3,3,-2.766666667,-171.75
1201,0.508,28.88888889,18.33333333,23.33333333,0.0,45,2,41,10.61666667,-61.01666667
1202,1.524,32.22222222,25.0,28.88888889,0.0,44,5,9999,6.75,-11.26666667
1203,0.0,-7.777777778,-14.44444444,-11.11111111,7.62,44,12,11,61.18333333,-45.36666667
1204,0.0,38.33333333,23.33333333,31.11111111,0.0,44,4,98,25.43333333,81.83333333
1205,0.0,32.77777778,20.0,26.66666667,0.0,44,8,93,40.9,14.18333333
1206,0.0,28.88888889,22.77777778,25.55555556,0.0,44,2,4,21.48333333,-71.05
1207,0.0,30.0,23.88888889,26.66666667,0.0,42,10,12,-10.6,142.1666667
1208,0.0,-10.0,-20.0,-15.0,17.78,44,2,11,61.18333333,-45.36666667
1209,25.4,27.22222222,21.66666667,24.44444444,0.0,43,9,6,32.36666667,-64.66666667
1210,0.0,0.555555556,-7.222222222,-3.333333333,5.08,43,10,11,61.18333333,-45.36666667
1211,0.0,30.0,17.22222222,23.33333333,0.0,43,11,75,26.71666667,92.71666667
1212,18.034,30.0,22.22222222,26.11111111,0.0,44,2,13,-1.383333333,-48.36666667
1213,0.0,33.33333333,16.66666667,25.0,0.0,45,9,783,32.93333333,39.76666667
1214,0.0,-25.55555556,-31.66666667,-28.88888889,5.08,45,1,50,67.01666667,-50.7
1215,0.0,-12.77777778,-18.88888889,-16.11111111,2.54,42,1,11,61.18333333,-45.36666667
1216,0.0,27.22222222,21.11111111,24.44444444,0.0,44,8,49,33.58333333,-7.5
1217,10.414,29.44444444,23.33333333,26.66666667,0.0,45,10,8,13.73333333,-60.85
1218,0.0,31.66666667,26.11111111,28.88888889,0.0,42,11,3,-2.766666667,-171.75
1219,0.0,27.22222222,19.44444444,23.33333333,0.0,45,3,21,14.75,-17.05
1220,0.0,5.555555556,-12.77777778,-3.333333333,17.78,44,3,11,61.18333333,-45.36666667
1221,0.0,-1.111111111,-8.888888889,-5.0,7.62,44,10,50,67.01666667,-50.7
1222,2.54,33.88888889,23.88888889,28.88888889,0.0,45,8,3,-2.766666667,-171.75
1223,5.08,6.666666667,-5.0,1.111111111,25.4,45,1,62,60.68333333,-46.63333333
1224,0.0,33.33333333,21.11111111,27.22222222,0.0,44,9,5,17.9,-77.18333333
1225,1.27,13.33333333,2.777777778,7.777777778,0.0,45,3,129,41.8,12.51666667
1226,2.54,3.333333333,-2.222222222,0.555555556,5.08,44,4,11,61.18333333,-45.36666667
1227,0.0,2.222222222,-3.888888889,-1.111111111,5.08,45,12,50,67.01666667,-50.7
1228,0.508,-16.66666667,-22.77777778,-20.0,7.62,43,4,50,67.01666667,-50.7
1229,11.684,30.0,24.44444444,27.22222222,0.0,45,4,5,-18.83333333,-159.7833333
1230,0.0,32.22222222,20.0,26.11111111,0.0,45,5,23,8.383333333,-82.33333333
1231,33.528,23.88888889,21.11111111,22.22222222,0.0,42,8,9999,6.233333333,-10.43333333
1232,0.0,36.11111111,25.0,30.55555556,0.0,45,4,75,26.71666667,92.71666667
1233,0.0,32.77777778,23.33333333,27.77777778,0.0,43,12,62,5.6,-0.3
1234,0.0,26.66666667,23.33333333,25.0,0.0,45,3,10,17.11666667,-61.73333333
1235,0.0,-1.111111111,-4.444444444,-2.777777778,7.62,44,12,50,63.96666667,-22.61666667
1236,0.0,22.22222222,20.0,21.11111111,0.0,42,6,8,-2.2,-81.08333333
1237,0.0,-6.111111111,-17.77777778,-12.22222222,2.54,45,11,50,67.01666667,-50.7
1238,0.0,4.444444444,1.111111111,2.777777778,2.54,42,10,62,60.68333333,-46.63333333
1239,1.524,0.555555556,-3.888888889,-1.666666667,17.78,43,11,11,61.18333333,-45.36666667
1240,1.778,7.777777778,-7.222222222,0.0,2.54,45,3,11,61.18333333,-45.36666667
1241,0.0,4.444444444,-2.777777778,1.111111111,33.02,45,4,62,60.68333333,-46.63333333
1242,0.0,1.111111111,-2.222222222,-0.555555556,25.4,43,5,62,60.68333333,-46.63333333
1243,0.0,-9.444444444,-12.22222222,-11.11111111,5.08,43,12,62,60.68333333,-46.63333333
1244,0.0,5.555555556,0.555555556,3.333333333,2.54,45,12,11,61.18333333,-45.36666667
1245,2.286,11.11111111,2.777777778,6.666666667,10.16,45,3,11,61.18333333,-45.36666667
1246,0.0,-6.111111111,-15.55555556,-11.11111111,10.16,42,4,50,67.01666667,-50.7
1247,0.0,22.77777778,13.33333333,17.77777778,0.0,44,2,61,22.33333333,87.23333333
1248,0.0,29.44444444,13.33333333,21.11111111,0.0,45,2,61,22.33333333,87.23333333
1249,0.0,1.111111111,-8.888888889,-3.888888889,2.54,45,3,11,61.18333333,-45.36666667
1250,24.13,24.44444444,22.22222222,23.33333333,0.0,45,1,29,3.866666667,-51.75
1251,0.0,25.0,16.66666667,21.11111111,0.0,45,8,88,-4.533333333,-81.01666667
1252,0.0,-3.333333333,-7.777777778,-5.555555556,2.54,44,9,50,67.01666667,-50.7
1253,0.0,30.55555556,24.44444444,27.77777778,0.0,44,12,18,-9.066666667,159.0166667
1254,0.0,27.77777778,13.88888889,21.11111111,0.0,45,1,897,12.95,77.58333333
1255,0.762,2.222222222,-5.555555556,-1.666666667,43.18,44,3,62,60.68333333,-46.63333333
1256,6.604,31.66666667,21.11111111,26.66666667,0.0,45,11,5,13.91666667,-90.83333333
1257,0.0,45.0,27.77777778,36.11111111,0.0,43,7,443,27.68333333,-8.083333333
1258,2.54,0.0,-6.111111111,-2.777777778,7.62,43,2,8,64.13333333,-21.91666667
1259,0.0,21.11111111,16.66666667,18.88888889,0.0,44,11,55,38.76666667,-27.03333333
1260,0.508,31.66666667,25.55555556,28.88888889,0.0,45,2,3,8.716666667,167.7833333
1261,0.508,31.11111111,22.22222222,26.66666667,0.0,44,1,10,8.916666667,-79.65
1262,0.0,-7.777777778,-20.55555556,-13.88888889,7.62,45,12,50,67.01666667,-50.7
1263,0.0,25.55555556,22.22222222,23.88888889,0.0,43,6,8,-2.2,-81.08333333
1264,0.0,-9.444444444,-12.77777778,-11.11111111,25.4,45,2,62,60.68333333,-46.63333333
1265,2.032,35.0,24.44444444,30.0,0.0,45,7,111,27.48333333,95.11666667
1266,18.288,27.22222222,20.0,23.33333333,0.0,45,2,29,3.866666667,-51.75
1267,0.0,5.555555556,-7.777777778,-1.111111111,7.62,45,4,11,61.18333333,-45.36666667
1268,0.0,-16.11111111,-28.33333333,-22.22222222,5.08,45,1,50,67.01666667,-50.7
1269,1.27,30.0,23.88888889,26.66666667,0.0,45,5,5,-6.75,146.9333333
1270,0.0,-0.555555556,-14.44444444,-7.777777778,5.08,45,12,50,67.01666667,-50.7
1271,0.0,34.44444444,18.88888889,26.66666667,0.0,45,10,167,27.16666667,78.1
1272,0.0,33.88888889,23.33333333,28.88888889,0.0,43,5,63,12.13333333,-86.23333333
1273,0.508,29.44444444,22.77777778,26.11111111,0.0,44,9,9,8.966666667,-79.5
1274,0.0,1.111111111,-26.11111111,-12.22222222,15.24,43,12,50,67.01666667,-50.7
1275,0.0,-17.77777778,13.33333333,-17.77777778,0.0,42,11,131,22.45,86.71666667
1276,0.0,27.77777778,8.888888889,18.33333333,0.0,45,3,2326,15.28333333,38.9
1277,0.0,0.555555556,-8.333333333,-3.888888889,5.08,44,10,50,67.01666667,-50.7
1278,0.0,-3.888888889,-12.77777778,-8.333333333,20.32,45,12,11,61.18333333,-45.36666667
1279,0.0,-22.77777778,-32.77777778,-27.77777778,10.16,44,2,50,67.01666667,-50.7
1280,0.0,27.77777778,24.44444444,26.11111111,0.0,44,8,9999,4.366666667,-7.733333333
1281,0.0,2.222222222,-1.111111111,0.555555556,15.24,44,3,62,60.68333333,-46.63333333
1282,0.0,27.77777778,18.33333333,23.33333333,0.0,45,5,42,21.15,-157.0333333
1283,0.0,21.66666667,8.888888889,15.55555556,0.0,44,12,86,25.7,32.66666667
1284,0.0,30.55555556,21.11111111,25.55555556,0.0,45,8,26,31.45,27.25
1285,0.0,-9.444444444,-14.44444444,-12.22222222,5.08,42,12,50,67.01666667,-50.7
1286,13.97,21.11111111,15.55555556,18.33333333,0.0,42,3,6,32.36666667,-64.66666667
1287,1.27,-2.777777778,-7.222222222,-5.0,30.48,45,12,62,60.68333333,-46.63333333
1288,0.0,31.11111111,21.11111111,26.11111111,0.0,44,3,24,8.233333333,-78.08333333
1289,0.0,25.0,13.88888889,19.44444444,0.0,44,10,4,36.85,10.01666667
1290,0.0,7.777777778,2.222222222,5.0,0.0,45,12,16,34.8,135.3666667
1291,1.778,28.33333333,20.0,24.44444444,0.0,44,6,897,12.95,77.58333333
1292,4.826,31.11111111,22.22222222,26.66666667,0.0,44,7,9999,18.48333333,-69.88333333
1293,0.0,30.0,21.66666667,25.55555556,0.0,45,8,23,36.71666667,3.216666667
1294,0.0,35.0,24.44444444,30.0,0.0,42,7,123,21.4,-77.86666667
1295,1.524,12.22222222,9.444444444,11.11111111,0.0,45,8,50,63.96666667,-22.61666667
1296,0.0,32.22222222,19.44444444,25.55555556,0.0,44,5,897,12.95,77.58333333
1297,0.0,25.55555556,17.22222222,21.11111111,0.0,41,1,271,21.48333333,-158.05
1298,0.0,-17.77777778,-17.77777778,-17.77777778,0.0,42,10,1486,14.58333333,-90.55
1299,0.0,23.88888889,9.444444444,16.66666667,0.0,44,11,443,27.68333333,-8.083333333
1300,0.508,28.88888889,20.0,24.44444444,0.0,45,5,4,36.85,10.01666667
1301,0.0,33.33333333,22.22222222,27.77777778,0.0,43,12,10,-17.75,177.3666667
1302,0.0,22.22222222,11.66666667,16.66666667,0.0,44,4,49,41.55,15.73333333
1303,0.0,-13.33333333,-22.22222222,-17.77777778,7.62,42,3,50,67.01666667,-50.7
1304,3.81,21.66666667,13.88888889,17.77777778,0.0,45,10,114,38.11666667,13.36666667
1305,0.0,33.88888889,23.33333333,28.88888889,0.0,45,4,16,8.916666667,-79.63333333
1306,0.0,22.77777778,9.444444444,16.11111111,0.0,42,12,21,24.9,67.25
1307,0.0,32.22222222,21.11111111,26.66666667,0.0,44,1,5,17.9,-77.18333333
1308,0.0,-1.111111111,-13.88888889,-7.777777778,7.62,45,1,50,67.01666667,-50.7
1309,0.0,33.33333333,22.22222222,27.77777778,0.0,43,2,23,8.383333333,-82.33333333
1310,0.762,0.0,-2.222222222,-1.111111111,60.96,44,2,62,60.68333333,-46.63333333
1311,2.794,27.77777778,21.11111111,24.44444444,0.0,42,6,42,21.15,-157.0333333
